InvoiceNo,SKU,Quantity,Discount,Order Date,Order Month,Order Year,Customer ID,Payment Method,SalesChannel,Shipping Date,Shipping Month,Shipping Year,Product Category,Subcategory,Season,Product Gender,Price,Cost,Country,Customer Name,Customer Gender,Age,ShipmentProvider,Warehouse,Priority
108014,ACC-AS-U-600211740,"	1",0.2,5/8/2020,8,2020,24012, paypall ,In Store ,5\8\2020,8,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Ann Jensen,@female,49,,,
113414,ACC-AS-U-600211740,"	1",0.2,30/12/2020,12,2020,55332,paypall ,In Store ,12/30/2020,12,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Dag Lunde,Female,44,,,
113630,ACC-AS-U-600211740,"	1",0.2,13/12/2020,12,2020,37144,paypall,In Store ,12/13/2020,12,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Netherlands,Veerle Gerrits,@female,59,,,
114124,ACC-AS-U-600211740,"	1",0.2,10/12/2020,12,2020,63728,paypall ,In Store,10\12\2020,12,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Italy,Amalia Tiepolo-Tebaldi,@female,58,,,
114828,ACC-AS-U-600211740,"	1",0.2,13/12/2020,12,2020,81994,paypall,In Store ,12/13/2020,12,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Australia,Taylor Miller,Female,32,,,
114851,ACC-AS-U-600211740,"	1",0.2,23/12/2020,12,2020,75010, paypall ,In Store,23\12\2020,12,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Netherlands,Sander Kirpenstein,@female,20,,,
100499,ACC-AS-U-600211740,"	1",0.2,9/1/2020,1,2020,37237, paypall,In Store ,9\1\2020,1,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Belgium,Roland Roussel,Male,30,,,
100599,ACC-AS-U-600211740,"	1",0.2,14/1/2020,1,2020,43650, paypall,In Store,14\1\2020,1,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Norway,Kari Haugen-Vik,Male,52,,,
101108,ACC-AS-U-600211740,"	1",0.2,15/2/2020,2,2020,96812, paypall,In Store,2/15/2020,2,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Rafael Fiebig B.A.,@male,27,,,
105954,ACC-AS-U-600211740,"	1",0.2,23/6/2020,6,2020,48713,paypall ,In Store ,6/23/2020,6,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Germany,Herr Philippe Heser,@male,59,,,
105954,ACC-AS-U-600211740,"	1",0.2,23/6/2020,6,2020,48713,paypall ,In Store,23\6\2020,6,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Germany,Herr Philippe Heser,Male,59,,,
106170,ACC-AS-U-600211740,"	1",0.2,28/6/2020,6,2020,77698, paypall ,In Store ,6/28/2020,6,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Osvaldo Molesini,Male,30,,,
106342,ACC-AS-U-600211740,"	1",0.2,9/6/2020,6,2020,59465, paypall ,In Store ,6/9/2020,6,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,Benigno Sanz Losa,@male,48,,,
107764,ACC-AS-U-600211740,"	1",0.2,18/8/2020,8,2020,70867,paypall ,In Store,18\8\2020,8,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Spain,Juan Antonio del Jdar,Male,53,,,
113086,ACC-AS-U-600211740,"	1",0.2,1/12/2020,12,2020,58216,paypall,In Store ,1\12\2020,12,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,France,Auguste Didier,Male,44,,,
113420,ACC-AS-U-600211740,"	1",0.2,26/12/2020,12,2020,57235,paypall ,In Store ,12/26/2020,12,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Napoleone Ughi,Male,55,,,
100658,ACC-AS-U-600211740,"	1",0.2,7/1/2020,1,2020,44667, Cash,In Store ,7\1\2020,1,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Netherlands,Yasmine Merkx,@male,28,,,
101130,ACC-AS-U-600211740,"	1",0.2,6/2/2020,2,2020,46107, Cash ,In Store,6\2\2020,2,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Belgium,mile Breton,@male,59,,,
100925,ACC-AS-U-600211740,"	1",0.2,2/2/2020,2,2020,71863, Cash,In Store,2/2/2020,2,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Netherlands,Stan Verheij,Male,36,,,
101031,ACC-AS-U-600211740,"	1",0.2,12/2/2020,2,2020,81953,Cash,In Store ,12\2\2020,2,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Portugal,Bruno da Teixeira,@male,32,,,
101154,ACC-AS-U-600211740,"	1",0.2,28/2/2020,2,2020,67937, Cash,In Store ,28\2\2020,2,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,Gabriel Palacios Montero,@male,43,,,
108205,ACC-AS-U-600211740,"	1",0.2,29/8/2020,8,2020,12375,Cash,In Store,8/29/2020,8,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,Severiano Pozo Velzquez,@male,28,,,
108238,ACC-AS-U-600211740,"	1",0.2,9/8/2020,8,2020,43351, Cash ,In Store,8/9/2020,8,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,France,Lucas Becker,Male,47,,,
108238,ACC-AS-U-600211740,"	1",0.2,9/8/2020,8,2020,43351,Cash,In Store,8/9/2020,8,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,France,Lucas Becker,Male,47,,,
113394,ACC-AS-U-600211740,"	1",0.2,13/12/2020,12,2020,47676,Cash,In Store,13\12\2020,12,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Belgium,Xavier Rodriguez-Mathieu,@male,24,,,
113450,ACC-AS-U-600211740,"	1",0.2,29/12/2020,12,2020,65103,Cash ,In Store ,29\12\2020,12,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Mikael Nyberg,Male,58,,,
114093,ACC-AS-U-600211740,"	1",0.2,18/12/2020,12,2020,31376, Cash,In Store,12/18/2020,12,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Sweden,Anders Jonasson,@male,43,,,
115004,ACC-AS-U-600211740,"	1",0.2,2/12/2020,12,2020,73357,Cash ,In Store ,12/2/2020,12,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Australia,Jeffrey Chang,@male,48,,,
100351,ACC-AS-U-600211740,"	1",0.2,17/1/2020,1,2020,82627, Cash,In Store ,17\1\2020,1,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Sweden,Catharina Sandstrm,@female,37,,,
105683,ACC-AS-U-600211740,"	1",0.2,16/6/2020,6,2020,19846, Cash,In Store ,16\6\2020,6,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Belgium,Margot De Oliveira,Female,35,,,
100863,ACC-AS-U-600211740,"	1",0.2,12/2/2020,2,2020,88209, Cash,In Store,12\2\2020,2,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,Almudena del Gomila,@female,20,,,
101299,ACC-AS-U-600211740,"	1",0.2,13/2/2020,2,2020,49622,Cash,In Store,13\2\2020,2,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Sweden,Ulla Ljungberg,@female,27,,,
105980,ACC-AS-U-600211740,"	1",0.2,14/6/2020,6,2020,52537,Cash ,In Store ,6/14/2020,6,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United States,Lisa Lamb,@female,28,,,
106427,ACC-AS-U-600211740,"	1",0.2,18/6/2020,6,2020,61573, Cash ,In Store ,18\6\2020,6,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Australia,Sarah Maxwell,@female,51,,,
107615,ACC-AS-U-600211740,"	1",0.2,14/8/2020,8,2020,28064,Cash ,In Store ,8/14/2020,8,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Dipl.-Ing. Svenja Scheel,@female,42,,,
113778,ACC-AS-U-600211740,"	1",0.2,29/12/2020,12,2020,47263, Cash ,In Store,12/29/2020,12,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,France,Valrie Rousseau-Guillon,Female,25,,,
114188,ACC-AS-U-600211740,"	1",0.2,2/12/2020,12,2020,79288, Cash ,In Store ,2\12\2020,12,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Portugal,Gabriela Maia,Female,40,,,
114683,ACC-AS-U-600211740,"	1",0.2,27/12/2020,12,2020,28363, Cash ,In Store,12/27/2020,12,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Belgium,Bernadette Maillard,Female,22,,,
101491,ACC-AS-U-600211740,"	1",0.15,23/3/2020,3,2020,26071,Cash ,In Store ,3/23/2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Isabella Mercati,Female,48,,,
105075,ACC-AS-U-600211740,"	1",0.15,5/5/2020,5,2020,10854, Cash ,In Store,5\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Donatella Troisi,@female,21,,,
104980,ACC-AS-U-600211740,"	1",0.15,2/5/2020,5,2020,75276,Cash ,In Store ,2\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Morena Adinolfi,@female,54,,,
105332,ACC-AS-U-600211740,"	1",0.15,16/5/2020,5,2020,94696, Cash ,In Store,16\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,Adriana Barn Arias,@female,28,,,
108890,ACC-AS-U-600211740,"	1",0.15,22/9/2020,9,2020,87592, Cash,In Store ,9/22/2020,9,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Portugal,Irina da Gomes,@female,26,,,
108929,ACC-AS-U-600211740,"	1",0.15,27/9/2020,9,2020,45605, Cash,In Store,9/27/2020,9,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Arne Jrgensen,Female,31,,,
109067,ACC-AS-U-600211740,"	1",0.15,29/9/2020,9,2020,91304, Cash,In Store,9/29/2020,9,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Germany,Walentina Mlichen-Bloch,Female,50,,,
105269,ACC-AS-U-600211740,"	1",0.15,28/5/2020,5,2020,70382, Cash ,In Store ,28\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Australia,William Reese,@male,44,,,
101739,ACC-AS-U-600211740,"	1",0.15,17/3/2020,3,2020,55413,Cash,In Store ,3/17/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Lars Nyman,@male,23,,,
101802,ACC-AS-U-600211740,"	1",0.15,26/3/2020,3,2020,11115, Cash ,In Store,3/26/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Laila Abrahamsen,@male,51,,,
103247,ACC-AS-U-600211740,"	1",0.15,24/3/2020,3,2020,30638,Cash,In Store,3/24/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Eirik-Stig Thomassen,Male,32,,,
104796,ACC-AS-U-600211740,"	1",0.15,5/5/2020,5,2020,20125,Cash ,In Store,5\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United Kingdom,Elliot Holland,Male,22,,,
105356,ACC-AS-U-600211740,"	1",0.15,1/5/2020,5,2020,98499,Cash ,In Store,5/1/2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United States,Timothy Grant,Male,59,,,
108459,ACC-AS-U-600211740,"	1",0.15,6/9/2020,9,2020,21392, Cash ,In Store,6\9\2020,9,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Fedele Corradi-Ferrari,Male,43,,,
108910,ACC-AS-U-600211740,"	1",0.15,27/9/2020,9,2020,84389, Cash,In Store,27\9\2020,9,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United Kingdom,Lewis Rowe,Male,39,,,
102841,ACC-AS-U-600211740,"	1",0.15,29/3/2020,3,2020,68870, paypall ,In Store,29\3\2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Martino Paltrinieri,@male,23,,,
103002,ACC-AS-U-600211740,"	1",0.15,26/3/2020,3,2020,85178, paypall ,In Store ,26\3\2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,France,Honor Rey,Male,20,,,
101466,ACC-AS-U-600211740,"	1",0.15,22/3/2020,3,2020,41420,paypall ,In Store ,22\3\2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,France,Thodore-Victor Godard,Male,45,,,
104734,ACC-AS-U-600211740,"	1",0.15,22/5/2020,5,2020,31687,paypall,In Store,5/22/2020,5,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,France,Georges Arnaud,Male,30,,,
104830,ACC-AS-U-600211740,"	1",0.15,8/5/2020,5,2020,25984, paypall,In Store,5/8/2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Andrej Ullmann,@male,37,,,
104830,ACC-AS-U-600211740,"	1",0.15,8/5/2020,5,2020,25984,paypall ,In Store,5/8/2020,5,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Germany,Andrej Ullmann,Male,37,,,
103174,ACC-AS-U-600211740,"	1",0.15,18/3/2020,3,2020,87448,paypall,In Store,3/18/2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,scar Casanovas Rivero,@male,45,,,
104696,ACC-AS-U-600211740,"	1",0.15,16/5/2020,5,2020,48562,paypall,In Store,16\5\2020,5,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Marie Mikkelsen,@male,58,,,
109016,ACC-AS-U-600211740,"	1",0.15,23/9/2020,9,2020,27477, paypall,In Store ,9/23/2020,9,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United Kingdom,Annette Stewart,@male,19,,,
109792,ACC-AS-U-600211740,"	1",0.15,27/10/2020,10,2020,97154,paypall,In Store ,27\10\2020,10,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Dott. Goffredo Longhena,@male,38,,,
104895,ACC-AS-U-600211740,"	1",0.15,10/5/2020,5,2020,79060, paypall ,In Store,10\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Maya Haering,Female,49,,,
101683,ACC-AS-U-600211740,"	1",0.15,2/3/2020,3,2020,63206,paypall ,In Store ,3/2/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United Kingdom,Kevin Heath,@female,22,,,
104923,ACC-AS-U-600211740,"	1",0.15,8/5/2020,5,2020,24544, paypall ,In Store ,5/8/2020,5,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Italy,Germana Cremonesi,Female,28,,,
102228,ACC-AS-U-600211740,"	1",0.15,19/3/2020,3,2020,37615, paypall,In Store,3/19/2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United States,Samantha Rogers,@female,45,,,
102898,ACC-AS-U-600211740,"	1",0.15,12/3/2020,3,2020,16591,paypall ,In Store,12\3\2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Paulina Verdone,@female,40,,,
103320,ACC-AS-U-600211740,"	1",0.15,14/3/2020,3,2020,89294, paypall ,In Store ,3/14/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Spain,Adela Arcos,@female,30,,,
109410,ACC-AS-U-600211740,"	1",0.15,6/9/2020,9,2020,60924, paypall ,In Store,9/6/2020,9,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Belgium,Camille Blondel,Female,31,,,
104894,ACC-AS-U-600211740,"	1",0.15,24/5/2020,5,2020,46970, Credit Card,In Store ,5/24/2020,5,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Harald Svensson,Male,55,,,
103142,ACC-AS-U-600211740,"	1",0.15,29/3/2020,3,2020,19998,Credit Card ,In Store,3/29/2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Belgium,Thibaut-Andr Normand,@male,55,,,
103020,ACC-AS-U-600211740,"	1",0.15,5/3/2020,3,2020,43257, Credit Card ,In Store ,3/5/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Germany,Edgar Prei,Male,34,,,
102209,ACC-AS-U-600211740,"	1",0.15,17/3/2020,3,2020,81892, Credit Card ,In Store ,3/17/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United States,Francisco Dunn,Male,46,,,
103105,ACC-AS-U-600211740,"	1",0.15,2/3/2020,3,2020,98569, Credit Card ,In Store,2\3\2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Malin Jensen,@male,27,,,
104938,ACC-AS-U-600211740,"	1",0.15,12/5/2020,5,2020,93705,Credit Card,In Store,12\5\2020,5,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Alf Andersson,@male,23,,,
105225,ACC-AS-U-600211740,"	1",0.15,24/5/2020,5,2020,36322,Credit Card,In Store,5/24/2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United Kingdom,Dr Philip Lyons,Male,26,,,
105364,ACC-AS-U-600211740,"	1",0.15,24/5/2020,5,2020,61898,Credit Card ,In Store ,24\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Belgium,Camille Blanc,Female,51,,,
101486,ACC-AS-U-600211740,"	1",0.15,25/3/2020,3,2020,11363, Credit Card ,In Store ,3/25/2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,Felisa Gilabert Berrocal,Female,28,,,
103192,ACC-AS-U-600211740,"	1",0.15,5/3/2020,3,2020,13042, Credit Card,In Store ,5\3\2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Leokadia Karge,Female,59,,,
104904,ACC-AS-U-600211740,"	1",0.15,25/5/2020,5,2020,78810, Credit Card,In Store ,25\5\2020,5,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Sibel Heintze-Conradi,Female,18,,,
102044,ACC-AS-U-600211740,"	1",0.15,9/3/2020,3,2020,88075,Credit Card ,In Store ,9\3\2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Liliana Alfonsi,Female,25,,,
103199,ACC-AS-U-600211740,"	1",0.15,8/3/2020,3,2020,37615, Credit Card,In Store,3/8/2020,3,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United States,Samantha Rogers,@female,45,,,
102341,ACC-AS-U-600211740,"	1",0.15,2/3/2020,3,2020,31503,Credit Card,In Store ,2\3\2020,3,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Norway,Kjersti Tveit,@female,26,,,
109881,ACC-AS-U-600211740,"	1",0.15,27/10/2020,10,2020,29538,Credit Card ,In Store,27\10\2020,10,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United States,Dawn Brown,@female,57,,,
109952,ACC-AS-U-600211740,"	1",0.15,25/10/2020,10,2020,16460, Credit Card,In Store ,25\10\2020,10,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United Kingdom,Alison Hughes-Lynch,@female,22,,,
110386,ACC-AS-U-600211740,"	1",0.25,27/11/2020,11,2020,25563,Cash,In Store,27\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Thea Hbel B.Sc.,@female,59,,,
110468,ACC-AS-U-600211740,"	1",0.25,8/11/2020,11,2020,21324, Cash,In Store,8\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Ulla Samuelsson,@female,49,,,
110889,ACC-AS-U-600211740,"	1",0.25,6/11/2020,11,2020,21074, Cash ,In Store ,11/6/2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Sweden,Valborg Mnsson,Female,21,,,
111776,ACC-AS-U-600211740,"	1",0.25,9/11/2020,11,2020,81208,Cash ,In Store ,11/9/2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,France,Susanne Guillet-De Oliveira,@female,18,,,
105739,ACC-AS-U-600211740,"	1",0.25,1/7/2020,7,2020,90133, Cash ,In Store,1\7\2020,7,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Germany,Bayram He B.Sc.,Male,23,,,
106713,ACC-AS-U-600211740,"	1",0.25,13/7/2020,7,2020,14897,Cash,In Store,13\7\2020,7,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United Kingdom,Ann Watts,@male,23,,,
107231,ACC-AS-U-600211740,"	1",0.25,17/7/2020,7,2020,50272,Cash,In Store ,7/17/2020,7,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Australia,Andrew Davis,@male,59,,,
107304,ACC-AS-U-600211740,"	1",0.25,17/7/2020,7,2020,17790, Cash ,In Store,17\7\2020,7,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Sweden,Evert Olofsson,@male,46,,,
110133,ACC-AS-U-600211740,"	1",0.25,20/11/2020,11,2020,71573,Cash ,In Store ,20\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Netherlands,Willem Meeres,@male,42,,,
110168,ACC-AS-U-600211740,"	1",0.25,3/11/2020,11,2020,58281,Cash,In Store ,11/3/2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United Kingdom,Alex Bell,Male,50,,,
110205,ACC-AS-U-600211740,"	1",0.25,17/11/2020,11,2020,70814, Cash ,In Store,17\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United Kingdom,Debra Jones,@male,55,,,
110461,ACC-AS-U-600211740,"	1",0.25,14/11/2020,11,2020,88863, Cash,In Store ,14\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,France,Daniel Collet,Male,23,,,
110574,ACC-AS-U-600211740,"	1",0.25,20/11/2020,11,2020,16868,Cash ,In Store,11/20/2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United Kingdom,Dr Kathleen Wilson,@male,54,,,
111000,ACC-AS-U-600211740,"	1",0.25,15/11/2020,11,2020,34727, Cash,In Store ,11/15/2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Australia,Mr. Jeffrey Stevens,@male,25,,,
111225,ACC-AS-U-600211740,"	1",0.25,28/11/2020,11,2020,70513,Cash ,In Store ,11/28/2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Italy,Sig. Venancio Parisi,@male,41,,,
111568,ACC-AS-U-600211740,"	1",0.25,27/11/2020,11,2020,15817, Cash ,In Store ,27\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Anders Ekstrm,@male,36,,,
111604,ACC-AS-U-600211740,"	1",0.25,10/11/2020,11,2020,64694,Cash ,In Store ,10\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Sweden,Fredrik Nilsson,@male,22,,,
111696,ACC-AS-U-600211740,"	1",0.25,7/11/2020,11,2020,24388,Cash ,In Store,7\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Torill Johnsen-Knudsen,Male,46,,,
112888,ACC-AS-U-600211740,"	1",0.25,30/11/2020,11,2020,22370, Cash,In Store,30\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Spain,Celestino de Falcn,Male,41,,,
113085,ACC-AS-U-600211740,"	1",0.25,18/11/2020,11,2020,16261, Cash,In Store,18\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Sweden,Samuel Johansson,Male,44,,,
107045,ACC-AS-U-600211740,"	1",0.25,20/7/2020,7,2020,22368,Credit Card ,In Store ,7/20/2020,7,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Italy,Sig. Niccol Marinetti,Male,22,,,
110454,ACC-AS-U-600211740,"	1",0.25,14/11/2020,11,2020,19612,Credit Card ,In Store,14\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Netherlands,Suus Dachgelt,Male,36,,,
111705,ACC-AS-U-600211740,"	1",0.25,7/11/2020,11,2020,81125,Credit Card ,In Store,7\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Zoltan Schacht,Male,45,,,
112307,ACC-AS-U-600211740,"	1",0.25,17/11/2020,11,2020,80193,Credit Card,In Store,11/17/2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Germany,Hans Josef Ditschlerin,Male,58,,,
112530,ACC-AS-U-600211740,"	1",0.25,4/11/2020,11,2020,90183,Credit Card ,In Store,4\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,France,Hugues Charrier,Male,25,,,
112844,ACC-AS-U-600211740,"	1",0.25,24/11/2020,11,2020,71048,Credit Card ,In Store ,24\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Australia,Jack Ryan,Male,18,,,
107335,ACC-AS-U-600211740,"	1",0.25,18/7/2020,7,2020,71970, Credit Card,In Store ,7/18/2020,7,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Ida Mikkelsen,@female,22,,,
110069,ACC-AS-U-600211740,"	1",0.25,11/11/2020,11,2020,45565,Credit Card,In Store ,11/11/2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Belgium,Martine Jacques,@female,41,,,
111249,ACC-AS-U-600211740,"	1",0.25,3/11/2020,11,2020,63700, Credit Card ,In Store,11/3/2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Spain,Tecla de Nogus,@female,34,,,
106568,ACC-AS-U-600211740,"	1",0.25,10/7/2020,7,2020,92368,paypall,In Store,7/10/2020,7,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Germany,Ahmet Seidel B.A.,Male,57,,,
107195,ACC-AS-U-600211740,"	1",0.25,29/7/2020,7,2020,30719,paypall ,In Store,29\7\2020,7,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Italy,Gianni Sorrentino,Male,46,,,
107272,ACC-AS-U-600211740,"	1",0.25,6/7/2020,7,2020,76587,paypall,In Store ,7/6/2020,7,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United States,Rebecca Garcia,Female,43,,,
110148,ACC-AS-U-600211740,"	1",0.25,24/11/2020,11,2020,51939,paypall,In Store ,11/24/2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,United States,Leon Escobar,Male,47,,,
110163,ACC-AS-U-600211740,"	1",0.25,30/11/2020,11,2020,72644,paypall ,In Store,30\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Belgium,Marguerite Menard-Bazin,@female,29,,,
110418,ACC-AS-U-600211740,"	1",0.25,14/11/2020,11,2020,73358, paypall,In Store ,14\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,United Kingdom,Mr Malcolm Briggs,@male,44,,,
110766,ACC-AS-U-600211740,"	1",0.25,27/11/2020,11,2020,72130, paypall ,In Store,11/27/2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Belgium,Marc Blin,Male,32,,,
110865,ACC-AS-U-600211740,"	1",0.25,25/11/2020,11,2020,96946, paypall ,In Store,25\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,France,Lucas Germain,@male,54,,,
111489,ACC-AS-U-600211740,"	1",0.25,21/11/2020,11,2020,92742,paypall ,In Store,21\11\2020,11,2020,Accessories,Watches,All Seasons,Unisex,978,478.4669572,Norway,Christian Jensen,Male,55,,,
112172,ACC-AS-U-600211740,"	1",0.25,22/11/2020,11,2020,29203, paypall ,In Store,22\11\2020,11,2020,Accessories,Watches,All Seasons,uni,978,478.4669572,Spain,Leopoldo Coll Roig,@male,57,,,
